,id,name,type,time_limit,score,passed_minimum,level,price,number_of_questions,quiz_session_number_of_user,quiz_session_avg_user_score,questtions
122,2349,Lesson 12: Speak Now 1,2,1800,10,5,1,0.0,20,2,5.75,which word is different which word is different which word is different which word is different which word is different which is protein which is not grain which is not vegetable which is dairy a do you eat chicken b yes i love it jack do you guys eat any jill yes i eat a lot of carrots do you eat protein how carrots do you want i eat a lot of do you drink a lot of we dont have coffee left the soup needs salt do you need eggs for this recipe how slices of cake do you want a do you eat a lot of nuts b
123,2350,Lesson 13: Speak Now 1,2,1800,10,5,1,0.0,20,2,3.5,young children study 1 1 2 in classes is the study of how people think you study how to run companies when you study people who like to read sometimes study in college is the study of how groups of people act together people who like numbers and think about what they mean like if you know a lot about what happened 200 years ago you know a lot about you have to knowto sell things includes things related to money including how to make buy and sell things around the world is a popular language to study jill what are you doing eric eric oh im just for my history exam i living in miami ilunch now can i call you back later theresa with her parents for the summer youin france next semester right mario for school at 8 am every day sara marketing this semester the twins two older brothers today julie and fredat 1130 am henry is to do homework right after school
124,2351,Lesson 14: Speak Now 1,2,1800,10,5,1,0.0,20,1,7.5,a how your weekend b it was great a did you shopping b no i didnt a my weekend was ok b what did you a what about you what did you do b i a movie a did you do anything special on friday b not really i didnt go shopping and i didnt any movies a how about you b i home all day on saturday ilast weekend my family home all day yesterday annaher friends last night i and my sistershopping last weekend kim and her brother a movie last saturday bob a haircut the day before yesterday we a lot of popcorn during the movie we in the front row at the movie last night it hot yesterday we a lot of water during the soccer game sandy her homework just before class alan looks great he a haircut yesterday jason a lot of new clothes at the mall last night we were going to go hiking last saturday but it
125,2352,Lesson 15: Speak Now 1,2,1800,10,5,1,0.0,20,2,10.0,i at 6 oclock everyday i at 1200 everyday i in the schools cafeteria on the days when you get up early what time do you wake up where do you usually have lunch what time do you usually get home on wednesdays what time do you usually eat dinner on fridays when do you usually go to bed what time do you get to class on thursday do you usually study every day a do you have karate class b i have karate class at 900 a do you eat dinner b i eat dinner at 700 a do you do b im fine thank you a do you often watch tv b what you do after work i often on the phone at 1000 i a shower after work i up at 600 to go to school what do you do at 800 pm everyday do you go to bed late
126,2353,Lesson 17: Speak Now 1,2,1800,10,5,1,0.0,20,3,5.6666666666667,what rex and amy this weekend max a movie with us tonight alan to the museum this weekend sylviahome next saturday we the game on tv this weekend where youafter school today wefor dinner tomorrow night when julie shopping marta at the library after class how rick to the game last weekend steve and jamie a picnic in the park this weekend dave and karen with us tonight for a test study before a test relatives go see people who are your family sports watch people play games out of town go to another city up late not go to bed early collin what are you tomorrow night you i am going to visit my grandmother a when are you to the zoo b next sunday a what are young going to do this weekend b i am to go to dinosaur museum a thats cool
127,2354,Lesson 16: Speak Now 1,2,1800,10,5,1,0.0,20,2,8.0,which word is different which word is different which word is different which word is different you believe this a how was the test b i the exam a thats fantastic a how was the test b i passed the exam a thats a how was snowboarding did you like it b well it was kind of i dont think ill go again a how was your trip to france b it was a how was your trip b it was great the food was a how was your trip b it was great the people were they helped me every time i got lost i want to go back again a you wont believe this i just went bungee jumping it was great b it sounds to me i dont think ill try a how was your trip to usa b you wontthis i met lady gaga jill what you do last weekend eric not much really i worked all day on saturday a you wont believe this b what a i next to a famous singer in the movie theater last night a i met a famous singer in the movie theater last night b how a my mother had an accident last week b thats is she ok a i am going to australia this summer b how who are you going with we a lot of gifts during the holiday
128,2355,Lesson 1. Speak Now 3,2,1800,10,5,1,0.0,20,5,5.9,a person who is the oldest child in a family a person who has promised to get married a person who was married but isnt any more a person who doesnt have any siblings i have an older brother and a younger sister im the person you are married to im not married im im the oldest so i always help my mom oh so youre the i have a besides my mom and dad i have three older brothers and two sisters the family unit that includes grandparents parents siblings aunts uncles and cousins the baby of the family family members through marriage the family unit that includes the father mother and children how many people are in your family my mom my sister and me i dont have any brothers and sisters im the person you are going to marry she is not married but he recently proposed to her they are she has a family her parents three older brothers two sisters and herself john has an older brother and a younger brother how many siblings does he have i dont think ill ever get married i want to be my whole life
129,2356,Lesson 2. Speak Now 3,2,1800,10,5,1,0.0,20,6,1.8333333333333,a person always thinks about other people and how the feel i often get when im stressed the word stress of sincerity being mature is the opposite of being considerate the word stress of forgiveness shes a bit and never the same two days in a row the word stress of generosity im not a person i never criticize anyone too quickly whenever you have a problem your uncle is always there for you he is very although she was older than her brother she was quite when my brother does something wrong my mother doesnt stay angry very long she is very movie stars who are angry one minute but kind the next become famous because they are your parents know you will take care of things in your house they think you are she is the type of person who just goes with things what best describes her characteristics what characteristic is he opposite of being irresponsible how many syllables are there in the word flexible how many syllables are there in the word responsibility how many syllables are there in the word moody how many syllables are there in the word considerate
130,2357,Lesson 3. Speak Now 3,2,1800,10,5,1,0.0,20,3,4.0,mira is staying for four nights and checking next week we stayed at a youth in perugia could you fill this form yes of course you can buy a that lists hotels the prices and locations the desk is where you can go to get information in the building i went camping last summer and i stayed in a what identifies you as a citizen of a particular country which you may have to show when you enter or leave a country bed and accommodation can be difficult to find in some parts does anyone know how to make a train online do you prefer to stay in a single or when you travel we spent out holiday at a two hotel we stayed a friendly family run hotel a queen sized bed dorm a hotel for people who are travelling by car with space for parking cars near the rooms a document showing who you are with your name date of birth and often a photograph on it i said that leaksthefaucet do you know agymiftheres youre welcome enjoystayyouruspleasewith the manager said that 3 pmtimeischeckin
131,2358,Lesson 4. Speak Now 3,2,1800,10,5,1,0.0,20,3,7.1666666666667,the wont flush there arent any hangers in the the tv doesnt work i cant change channels the lamp needs a new the in the bathroom is leaking there is no hot in the shower i need some in the bathroom to dry myself the isnt working theres no sound there is a dead on the floor the room is dirty i need someone to it the wasnt made it was messy the desk was i couldnt use it i couldnt sleep the was too soft i can ask to bring you some clean pillows right away ill have a plumber come and your pipe ill get someone to it the hotel clerk was very he tried to solve all of our problems the manager gave us a for a free nights stay id like to rooms the desk clerk got our wrong we wanted a room with double beds but they only had a room with a single queen
132,2359,Lesson 5. Speak Now 3,2,1800,10,5,1,0.0,20,3,5.3333333333333,when a salesclerk told you to pay less than the real price you were a piece of paper you get after you buy something that shows what you paid the money you get back because you paid more then the price when a salesclerk told you to pay more than the real price you were when the letters in a word are not correct or in the wrong order when you cant find something its a flat surface that contains all the controls and switches for a machine the camera usually costs about 150 but when i got to the the cashier charged me 200 a person who is paid to work for somebody a person who pays somebody for work for himher a person who is in charge of running a business a person that buys goods from a shop or business a person whose job is to serve customers at their tables in a restaurant recommendation a clerk you bought three items but you were only for two of them this is the wrong order i ordered spaghetti this customer has had a bad with the tvs sold at the electronics store clerk will that be cash or credit customer ill pay cash customer um the price on this item was just 15 but you charged me 18 clerk oh let me give you the extra change
133,2360,Lesson 6. Speak Now 3,2,1800,10,5,1,0.0,20,3,7.1666666666667,to discuss jobs good for me to bring in my cat for a shot to get a check up to get my hair colored to get my laptop repaired what should we do when making medical appointments what should we not do when making medical appointments aieptroppar oitnaavagrg you shouldnt dress in when you go to see the doctor its to complete paperwork in the office right before the appointment its to save time by listing your questions ahead of time an officer will ask you questions about your travel plans and the purpose of your trip a can i please make a dinner b let me see whats available a i want lots of flowers and a huge cake my fiance wants to have a dance after the dinner b it will be a day you will never forget can you tell me how to set an appointment with a chef mom lets have some photos taken of the family the kids are growing so fast dad ok ill make an appointment how about next saturday a ive had a sore throat for three days b you better make an appointment today you know how busy his office gets a person dealing with people arriving at a hotel an office building you still havent taken a foreign language you must take at least one year of french german chinese or korean before you finish school
134,2361,Lesson 7. Speak Now 3,2,1800,10,5,1,0.0,20,3,8.3333333333333,an outdoor area where children can play a mean person who hurts other people a girl who enjoys rough noisy activities my dad takes me to the every weekend there are a lot of animals there hocihddlo what you used to play as a kid i to play football i sometimes miss it when teachers called on him he couldnt i had a unusual when i was a child my brother couldnt say my name correctly an expert swimmer who rescues people from drowning my family usually karaoke when i was young i go bowling every saturday i read a lot of as a kid you go to the playground a lot i had an brother who is younger than me a camp in the summer where children can do activities my friend used to be very hes much more confident now do you remember about your childhood wimmgins oopl i used to a show called small wonder it used to be my favorite show
135,2362,Lesson 8. Speak Now 3,2,1800,10,5,1,0.0,20,3,4.5,actress marriage rumours woman leg after ski accident storm millions in damages truck into store window teen 10000 to charity boy family from fire network all reality shows stock market higher young fan second baseball soccer star five goals the boy all the money he made to charity i saw an interesting story about a 10 year old boy president flu cancels trip musicians rumors about new album freese the winning run in game six of the world series ionlineunusual storyreadanearlier today did you see the story the hurricane thetownshimnearhadstormsbadsome cbrielety afomus
136,2363,Lesson 9. Speak Now 3,2,1800,10,5,1,0.0,20,2,7.5,your number one friend someone you know but you dont consider a friend a friend you had since you were a little kid a friend that youve known for a long time someone who was a friend but isnt any more someone you are friends with for a lifetime a friend who is nice only when he or she needs something people dont get all of their relationships some we form a result school or work we get about once a week true friends are that i really care about we used to together but now we dont see each other do a good job on something part jobs think that somebodysomething is important go to the movies category lanoituatis a brad is really busy these days b a they didnt see each other b
137,2364,Lesson 10. Speak Now 3,2,1800,10,5,1,0.0,20,3,5.6666666666667,one way of making new friends one way of making new friends sad because you are away from home common room spend a lot of time in a place study abroad face to face making friends friends that doesnt to me friends shoud keep touch regularly never talk behind their suggestion im sorry that you havent gotten to know many people you maintain a friendship if you dont spend time together volunteerdoingkindsletspeopleworkyouofmeetall she was a volunteer for the red cross before training as a nurse i might find that interesting a why not join my dance class b maybe i could myself doing that a you shold join an online group b i wont i prefer to meet people a how are things going rod b ok but i need to a few more friends
138,2365,Lesson 11. Speak Now 3,2,1800,10,5,1,0.0,20,1,8.0,the ability to be a leader or the qualities a good leader should have abilities and knowledge which allow you to use computers and related technology the experience that a person already has of working a period of time at night when a group of workers regularly work an advanced academic degree in a specialized field of study the ability to convey information and ideas effectively the activity of presenting advertising and selling a companys products or services in the best possible way i need to apply for universities how would someone you is your greatest weakness i use all the main programs people say id be good marketing i myself web design did you quit your last job id not say i prefer not i am i can speak vietnamese and english fluently a fixed regular payment cerrae comcation
139,2366,Lesson 12. Speak Now 3,2,1800,10,5,1,0.0,20,1,8.0,a place that is open all day and night and has lots of drinks and snacks a place that has one or more buildings with many different stores a place to keep money a place to learn how to speak a different language a company that flies people from one place to another a place to buy food a book that is displayed on a computer screen or on an electronic device that is held in the hand instead of being printed on paper people can easily buy e books people dont read they used to one reason may be its so easy to shop with your phone people are buying fewer and fewer books bookstores these days howyourstorebookisdoing letshavegoandacup of coffee a process of teaching training and learning especially in schools colleges or universities tv shows books toys etc that are popular among ordinary people in a particular society transation lei time the activity of going to shops and buying things or ordering them online how do you go to shopping malls a shop that sells books
140,2367,Lesson 13. Speak Now 3,2,1800,10,5,1,0.0,20,1,5.5,enilcde owb wconegkeald kaehs uopr cpecat cdeepxet in ghana everyone at a social event in korea dont your own drinks in restaurants in japan and hands with a person you meet for the first time in china a gift the first time its offered the gift the third time in india you are to stand up when an older person enters the room when you are in china you are to take off your shoes before you enter someones home its the to bring a small gift to shake hands its polite for the first time when you meet someone to open a gift its impolite in front of the person who gave it to you you are expected to greet the oldest person first a ceremony often a religious one for burying or cremating burning a dead person the day in each year which is the same date as the one on which you were born a marriage ceremony and the meal or party that usually follows it
141,2368,Lesson 14. Speak Now 3,2,1800,10,5,1,0.0,20,0,0.0,its bad luck to walk under a its good luck to throw a in a fountain lts bad luck to break a its bad luck to step on a its good luck to turn a ahead before the new month its bad luck to open an indoors if a cat washes behind ears it will rain soon youll have bad luck if you see a white cat night the belief that particular events bring good or bad luck will happen if you see a white cat at night you have bad luck if a mirror is broken weddings in are different weddings india american from friday the 13th is bring bad luck in my country people should make noises when they noodles according tradition the bride doesnt have to work in her new home until the henna fades away turmeric is an spice want you luck must and away the if you bad avoid turn to walk that my always grandmother said times has be it three to exactly superstition from came you the think where do
142,2369,Lesson 15. Speak Now 3,2,1800,10,5,1,0.0,20,2,5.25,a we probably wont drive anymore b yeah cars will likely drive themselves a in the future people definitely live on the moon b im not sure about that a planes will use power from the sun b and its that cars will too a computers cook for us b wouldnt that be great a humans probably go to mars b but it will be a long trip a robots look just like humans b do you really think so make a probable prediction cars will be made of plastic make a definite prediction cars will be faster and lighter he made about what might happen by the year 2000 americans will be taller one or two inches meals prepared in advance so that you can eat or use it immediately telephone without wires iestethmalnbs popular widely spoken russian will rank prediction glass is better than plastic what kinds things of do about make predictions people telegraphed from be distance will any photographs will world telephone the span circuits wireless
143,2370,Lesson 16. Speak Now 3,2,1800,10,5,1,0.0,20,1,5.5,i plan to means drop off clean out hang up throw out wipe off put away take out grocery dry the counter clean the building hand the pencils pile the dishes dan and mike are having a party because mike is leaving for the summer go to someones location and give them a ride in your car to another place i know that doesnt like much fun but at least my room will be clean junk is a synonym of on speech conference planning giving a im the at some get have done to i stuff other to to is the going carlos drive doug party
144,2371,Lesson 17. Speak Now 3,2,1800,10,5,1,0.0,20,2,5.25,have enough money so i can pay all my bills on my own weigh less than i do now believe more strongly that i can do something to pay all your bills so you dont owe money to anyone when the weather is nice we to the park on the weekends study for an advanced degree at a university stop living with mom and dad use money more carefully do more exercise and be healthier the soonest study of the life and structure of plants and animals a person who studies something carefully and tries to discover new facts about it if i have enough money next year i my own place i think it will be really hard financially independent then i can my school loans and get out of debt im thinking about going research what do you think most peoples goals are graduation i want to get a job right could wish do i i some travelling english do would course the like by what you of to end this
145,2376,Lesson 2. Solutions Elementary,2,1800,10,5,1,0.0,20,0,0.0,day first this at school this your is brothes you any got have sisters or near school you the do live you from are where in you class what are got have friends this school at you what do you think of lady gagas songs do you like we go to spain every year because really like it jack and amelia are at this school do you know i speak to sophia every day she phones before school do you know my parents work in the hospital your sister lucy is in my class at school i sit next to do you like basketball yes i love my dad walk to work and my mum goes with i come from ive got my name is i play im i live with
146,2375,Lesson 1. Solutions Elementary,2,1800,10,5,1,0.0,20,0,0.0,in the uk are always on a thursday my grandfather four languages i late on sundays we friends in town every saturday evening my neighbour from france ellies parents at a hospital in the usa my sister japanese lessons at weekends friends elizabeths like we dont chinese sam speak doesnt lady gaga like my dont parents teacher our doesnt work sundays on pizza brother eat doesnt my new york parents live in dont toms sister go out my doesnt a lot my stepbrother tv every night my cousin and i football i russian at school my best friend in the school basketball team rosie music lessons every weekend my aunt and uncle in the usa
147,2374,Lesson 0. Solutions Elementary,2,1800,10,5,1,0.0,20,0,0.0,you from australia my english teacher mr simpson tom and betty in my class i seventeen years old my pencil in my bag we at home martin name your is you are ireland from at home is dad your teachers and harry are neil joanna and you american are sarah is hungry i you she he it we they is his bike
148,2377,Lesson 2. DC - Intermediate,2,1800,10,5,1,0.0,1,0,0.0,i t e r n e n t
149,2378,Lesson 2. DC - Intermediate,2,1800,10,5,1,0.0,1,0,0.0,i t e r n e n t
150,2379,Lesson 1. DC - Intermediate,2,1800,10,5,1,0.0,1,0,0.0,how was your day
151,2380,Lesson 1. DC - Intermediate,2,1800,10,5,1,0.0,1,0,0.0,how was your day
152,2381,Lesson 1. DC - Intermediate,2,1800,10,5,1,0.0,1,0,0.0,how was your day
153,2382,Lesson 1. DC - Intermediate,2,1800,10,5,1,0.0,1,0,0.0,how was your day
154,2383,Lesson 2. DC - Intermediate,2,1800,10,5,1,0.0,1,0,0.0,i t e r n e n t
155,2384,Lesson 4. DC - Intermediate,2,1800,10,5,1,0.0,1,0,0.0,do you want some
156,2385,Lesson 2. DC - Intermediate,2,1800,10,5,1,0.0,1,0,0.0,i t e r n e n t
157,2386,Lesson 2. DC - Intermediate,2,1800,10,5,1,0.0,4,0,0.0,i t e r n e n t k n l i s e t i w b e b o j p e n o n g i
158,2387,Lesson 4. DC - Intermediate,2,1800,10,5,1,0.0,1,0,0.0,do you want some
159,2417,Lesson 14: American Headway 2,2,1800,10,5,1,0.0,20,0,0.0,she told me that she john very much in an interview carmen she had written another romantic novel sometimes in families therere argument family and family members dont speak to each other a long time i havent seen bob since we at a party last year john and robert to each other because she had had an argument a was paul at the party when you arrived b no he home i felt very tired when i got home so i straight to bed the house was very quite when i got home everybody to bed sorry im latethe car down on my way here we were driving along the road when we a car my mom had cooked breakfast when i up by the time i finished his study i in hanoi for over five years he had never played football last week she would have come to the party if she i wished i him the truth when he was still here the storm destroyed the sandcastle that we he to cape town before 1997 when she went out to play she her homework my brother ate all of the cake that our mum the doctor took off the plaster that he six weeks before
160,2416,Lesson 13: American Headway 2,2,1800,10,5,1,0.0,20,0,0.0,angela has already the hotel for the reception anns been sunbathing shes shes been doing the housework im hot because i have i spanish for the past three years i you for ages your friend you to come to stay for a weekend give some information about how youll travel and when you expect the parents of a friend of yours lent you their house in the country a week i studying thai three years ago you your homework yet i told him back home immediately weve just a new washing machine how long in motreal i have guests coming for sunday dinner i cook beef steak and lasagna ive bought all the ingredients me that youll always love me please drive the road are so dangerous i used to speak chinese but ive forgotten it now there was an accident but fortunately no one was injured ive 752 to last until the end of week
161,2415,Lesson 12: American Headway 2,2,1800,10,5,1,0.0,20,0,0.0,if he werent in prison he up at 730 laura lives in a big city if she lived in the country she would a dog perhaps i wont have my check today dont wait for me i late it depends on the traffic if i rich id live in a big house i always worry that i the right choice if i a car id give you a ride dave call me he always has a meeting on tuesday night if i the answer id tell you you wouldnt be tired if you to bed early ill look that word in my dictionary for you the weather forecast says it rain if sue didnt buy a lot of clothes shed more money what time would he up she buys a lot of clothes she has no money if she had money shed a lot of clothes i a long way tomorrow and my car is very old if i didnt go to bed late i wouldnt be in the morning if judy a watch she wouldnt always be late a good bye dear i as soon as i arrive b thanks bye
162,2414,Lesson 11: American Headway 2,2,1800,10,5,1,0.0,20,0,0.0,paper isnt from plastic spanish and japanese here nylon in the early 1930s by julian hill john lenon in newyork city sunflowers by vincent van gogh roll royce cars are in the uk the ipod wasnt developed microsoft the 2008 olympic games held in beijing the berlin wall wasnt knocked down 1982 coffee in brazil and columbia clockwork radios produced since 1995 samsung phones in korea the telescope was first in the seventeenth century twenty planes have altogether our mail twice a day harry potter is by millions of young readers all over the world many government offices in the nineteenth century billions of dollars on cancer research last year three teenagers were an award for bravery yesterday what was on the street last week
163,2413,Lesson 10: American Headway 2,2,1800,10,5,1,0.0,20,0,0.0,i enjoy in the rain would you like something to eat he agreed the job as soon as possible i wanted a lazy day at the beach why are you to do my mother was so helpful while she with us the doctor told me to stay in bed few days my family had some great vacations we go camping all over canada im to see you here i went for a walk some fresh air im hungry i need to eat the tv program was so that i fell asleep would you mind a look for me we hope your hotel again soon she used to so pretty i love ice cold beer im looking my contact lens can you see it my teacher was awful she at the students it great to see you last night there is so litter on the street
164,2412,Lesson 9: American Headway 2,2,1800,10,5,1,0.0,20,0,0.0,a the phones ringing b ok i it if the earth gets warmer the sea will warmer you cant do your homework ask for help we wont stay at home the weekend ill pay you back i next see you i win a lot of money ill buy you a sports car shell pay me back she gets some money whats tv tonight the first international polar expedition next march i prefer traveling by train to by car heres a birthday present you im very busy the moment hes vacation ill tell you about my vacation i get back i wont leave the mail comes ill wait here you get back i promise i to bed when this tv show ends i to canada tomorrow we arrived at school 8 oclock this morning ill go home class ends
165,2411,Lesson 8: American Headway 2,2,1800,10,5,1,0.0,20,0,0.0,i glasses because my eyes arent very good remember when you drive in japan you on the left can i go and see the dentist when i want well ussually you an appointment unless its an emergency on the weekends jack wears jeans and a t shirt during the week he a suit and a tie why are you so late sorry i to the bank and there was a long line i dont like my job sometimes i until midnight farmers every day of the year their car broke down so they it to the mechanic a farmer on the land a receptionist guests a soldier his country a fire fighter fires an architect buildings an accountant financial advice a painter rooms in a house a mechanic cars a house wife the home and children a store clerk customers a doctor medicine for patients a dancer the show
166,2410,Lesson 7: American Headway 2,2,1800,10,5,1,0.0,20,0,0.0,have you ever an accident your teacher ever been angry with you i havent seen keith a while hes been in china january im taking care of tom today hes been at my home 800 this morning hes the man anna loves you ever tried chinese food the actor gave a party cost 20000 alice is a journalist she a lot of famous people i run in races im aan she a book for adults yet i here for five years he died more than ten years do you wear a uniform at your job damien has only been famous six months have you ever to do your homework i dont like food is very spicy she high school when she was 16 anna bought the coat she wanted ive been at the school three months
167,2409,Lesson 6: American Headway 2,2,1800,10,5,1,0.0,20,0,0.0,what the weather like what the people like how old i robert is in the family jack is not bob jack didnt get as many presents bob are you as tall your brother what the hotel like im more hardworking my sister my grandfather is liz works much harder john harey won money than bill theres the boy who the window i bought the coat was in the store window the hotel we stayed was very comfortable i from boulder ten years ago but often return thailand is a lot than korea im nearly as big my brother the great white shark is the dangerous shark in the world i met the man works in the bank
168,2408,Lesson 5: American Headway 2,2,1800,10,5,1,0.0,20,0,0.0,she hope a teacher because she likes working with chilren i enjoy in the rain would you like something to eat i hope to college would you like tv what kind of books you like reading im waiting the mail carrier to arrive jane would like to be a vet because she enjoy with animals look that picture isnt it beautiful my brother works ibm he is really interested in computer the weather is a why are you working so hard these days b mark to be a farmer because he likes working outside in the fresh air a she doesnt have a cd player b dont forget my letter we decided married in the spring i love to live music i want math i dont want out tonight would you like to a party on saturday
169,2407,Lesson 4: American Headway 2,2,1800,10,5,1,0.0,20,0,0.0,would you like sugar its apple i dont have problems with this exercise is there gas in the car eggs do we have flour do we need therere apples a how much are the driving lesson b twenty dollars hour awhere are children b they are in the yard cows eat i went to bed late we had great time in korea her shoes are on floor there arent students in the coffee shop plays did he write whats name of restaurant we went to last night i drink coffee a would you like some cream b a does your tooth hurt b a do you get many letters b
170,2406,Lesson 3: American Headway 2,2,1800,10,5,1,0.0,20,0,0.0,yesterday gary smith his twenty first birthday shakespear didnt write stories he plays beethoven from france did you go to asia 2 weeks ago i arrived home six oclock last night i was born in africa 1970 we got up late sunday morning the afternoon we went for a walk i bought a car a few weeks yesterday afternoon two robbers 700 from a post office in maine i peter while i was studying at the university i lived there three years i worked on a farm my vacation would you like to a nice weekend were taking a vacation two weeks when i arrived at the party jenny to mick i met john while i to my class while the waiter was picking up the broken plates he his finger i usually go home weekends
171,2405,Lesson 2: American Headway 2,2,1800,10,5,1,0.0,20,0,0.0,the sun in the west i to work now she a cd player does jenny a messy bedroom she can speak french she cant write it i learned french easily i didnt like my teacher it started to rain we stopped playing tennis i went into town i bought some food i went to the library people say i look like my sister we both have brown eyes i dont have a car i have a motorbike i have a radio but i have a tv she for dinner tonight often do you go to the movies in london people drive the left i never late for school sometimes we to a restaurant for dinner do you dream the bank at 9 oclock it rain a lot in your country mei li from taiwan
172,2404,Lesson 1: American Headway 2,2,1800,10,5,1,0.0,20,0,0.0,enrique in puebla a town in mexico hes a student he medicine because he wants to be a doctor hes married but he any children his wife silvia in an elementary school weekends im usually go swimming last year i to canada on vacation when is your birthday whose money is this how much did you pay for your shoes what you buy at the store last year i brazilian food its wonderful how long in canada how do you to school he born in 1960 last weekend i some friends and we had a dinner together i to college next year three languages french spanish and english what did you at the store they so many children im a good book right now
173,2403,Lesson1. American Headway 1,2,1800,10,5,1,0.0,20,0,0.0,she39s a how old is she what do they do mr max is years old she is from he's years old he's a he's from are jim and sue she is are marco and lena she is is irina are from the united states im pierre im from im new york are you from i from london my name john suzanne whats name
174,2418,Lesson 1. American Headway 3,2,1800,10,5,1,0.0,20,0,0.0,i work in an office i dont work in a im studying english im not studying does your father like i saw the empire state ive muhammad ali did mark give you flowers i my homework very quickly last night she lunch every day at school we talking to jim about his test i been to florida 3 times why you leaving so early how many people have you to the party im so glad that we a dishwasher mary never the dishes where you yesterday a lot of trees were down by the wind she has 2 brothers and she does not get along them we interested in the movie so we did not stay until the end he did not go to the party because he a cold john is not as rich jill is
175,2419,Lesson 2. American Headway 3,2,1800,10,5,1,0.0,20,0,0.0,most days the store at 11 pm they go camping anymore maria one brother and one sister it her an hour to walk to school i lunch in the university cafeteria what languages do you speak how did she go to work what does she want to be vegetarians dont eat a gorilla does not have a im unemployed i dont have a my fathers bald he doesnt have any theyre penniless they dont have any i dont believe a word he says he always tells im not seeing anyway to you does the sell stamps hes knowing the answer hes for the bank to open hes taking something of his pocket im thingking of how to fly a plane
176,2420,Lesson 3. American Headway 3,2,1800,10,5,1,0.0,20,0,0.0,we when we were living in italy she quietly at her desk when suddenly the door opened a strange man into the room he red pants and a pink shirt i you in a park yesterday as soon as i into the room he handed me a letter he to music while he was doing his homework why didnt they visit me while they in london as he passed the bank a man in a mask him to the ground what were you writing when your computer i a taxi to my hotel as i was checking in someone me on the shoulder the next day we snorkeling and saw hundreds of fish there must be someone all the lights are on youre crying whats my teacher is so your all answers are that man is very this movie is too your dress must have been
177,2421,Lesson 4. American Headway 3,2,1800,10,5,1,0.0,20,0,0.0,i always have to be home before i have to travel abroad my dad usually has to work in the i dont have to get up at 6 my husband has to our children to school my wife has to go to the therapist once a month i have to get good at school my sister doesnt have to help with the you cant park here ill give you a ticket you cant on the plane without a passport youre not allowed to use cell phones during take off and he has a fever he has to go to a immediately theyre going to a to see an exhibit the boys are fond of going to the swimming she is keen on going to the movie i called the fire department i could smell smoke we managed to put the fire by pouring water on it jane and john saved until they buy the house of their dreams i called you yesterday but i get an answer i swim when i was 4
178,2422,Lesson 5. American Headway 3,2,1800,10,5,1,0.0,20,0,0.0,what time do you back tonight what do you do with your bike how much does it im going to the car im going to give you a if i think of anything were going to have a picnic at the i will the towels and swimsuits im sure you will be soon ask john if you have problems with homework ill ask my sister for some money but i know shes you dont need your umbrella today i dont think itll dont go to that restaurant im sure that youll feel my suitcases are so i need to at the station in 10 minutes i dont have money theres at the door what beautiful day the fax machine will delivered tomorrow please dont tell anyone its a i dont have money to pay for my ticket
179,2423,Lesson 6. American Headway 3,2,1800,10,5,1,0.0,20,0,0.0,s the weather like its and the hours are so long well everybody says i look my father you like coffee or tea she seems much strict than our last teacher i like listening to my teacher i like working with a i would like to have homework after school would you like to speak more or write in class i like white chocolate would you like a ride dont you like your boss would you like a cold drink i wouldnt like to work for her would you like to come to dinner i like everything the climate where you like to go on vacation you like a soda what kind of books you like to read you like to be a teacher
180,2430,Lesson 7. American Headway 3,2,1800,10,5,1,0.0,20,0,0.0,hes a foreign can you tell the difference butter and margarine there have been a lot of complaints your behavior the trouble you is that you dont listen to anybody be careful when you talk to your boss hes a terrible mood phil isnt here this week hes vacation i have seen peter yesterday i study english for 4 years this is the first time i eat honey with spaghetti what classes have you had today how much money have you spent today what did you buy i have never to australia but id like to go shes good at japanese shes a best how many political are there in your country everyone has the to live in peace some people are so they just enjoy making other people unhappy my brother works for a law its common to waiters and taxi drivers ten percent you gave her 10 dollars but you only gave me 5 thats not
181,2425,Lesson 8. American Headway 3,2,1800,10,5,1,0.0,20,0,0.0,if peter calls tell him i want to see him again if we can afford it if we dont leave soon im going to the mall do you want ill make the main course if you take care of if the weathers good we can have a ill by the post office for you ill make sandwiches and potato if you have a headache if you have a nosebleed if you want to lose weight if you have the hiccups if you cant get to sleep ill get in touch as as ill get back ill tell you all the news i see you lets call jack now itll be too late ill pay you back soon as i get some money can you the cats while well be away on vacation if i the answer i could tell you if i had some money i take a vacation that year
182,2426,Lesson 9. American Headway 3,2,1800,10,5,1,0.0,20,0,0.0,you cant be hungry after such a meal she must be sick because she missed school you must be you own 2 houses you must feel relaxed your vacation they must be theyve been driving all night he might still asleep he be sick he might in the coffee shop he have a dentists appointment he may stuck in a traffic jam his train be late wheres hannah she must be her homework she might be her teeth ellen just washed her hair so she may be the hair dryer the ambulance must be someone to the hospital he might be a heart attack he must have him out he might lost his key they must have been they might have waited for the dish so long they must have been they passed the exam you cant hard for your test
183,2427,Lesson 10. American Headway 3,2,1800,10,5,1,0.0,20,0,0.0,someone has the chocolates theyre nearly all gone ive for you all day where have you been ive my passport have you it anywhere how many exercises have you today why are you red ive i have never a better book in my life how long have you ann and john ive the living room for a week itll be finished soon theyve 5 arguments this week our neighbors have an argument all day helen from atlanta shes going to me tonight she in a bank she for the same bank for a year she the same boss for 6 months she an argument with him yesterday so now helen to change jobs she of working abroad her parents this is a good idea
